"","TagName","cim:ACDCTerminal.connected","cim:ACDCTerminal.sequenceNumber","cim:ACLineSegment.b0ch","cim:ACLineSegment.bch","cim:ACLineSegment.g0ch","cim:ACLineSegment.gch","cim:ACLineSegment.r","cim:ACLineSegment.r0","cim:ACLineSegment.shortCircuitEndTemperature","cim:ACLineSegment.x","cim:ACLineSegment.x0","cim:BaseVoltage.nominalVoltage","cim:BusbarSection.ipMax","cim:ConductingEquipment.BaseVoltage_rdf:resource","cim:Conductor.length","cim:ConnectivityNode.ConnectivityNodeContainer_rdf:resource","cim:CurrentLimit.value","cim:Curve.curveStyle_rdf:resource","cim:Curve.xUnit_rdf:resource","cim:Curve.y1Unit_rdf:resource","cim:Curve.y2Unit_rdf:resource","cim:CurveData.Curve_rdf:resource","cim:CurveData.xvalue","cim:CurveData.y1value","cim:CurveData.y2value","cim:EarthFaultCompensator.r","cim:EnergyConsumer.LoadResponse_rdf:resource","cim:EnergyConsumer.p","cim:EnergyConsumer.q","cim:Equipment.EquipmentContainer_rdf:resource","cim:Equipment.aggregate","cim:GeneratingUnit.genControlSource_rdf:resource","cim:GeneratingUnit.initialP","cim:GeneratingUnit.maxOperatingP","cim:GeneratingUnit.minOperatingP","cim:GeneratingUnit.nominalP","cim:GeneratingUnit.normalPF","cim:IdentifiedObject.description","cim:IdentifiedObject.name","cim:Line.Region_rdf:resource","cim:LinearShuntCompensator.b0PerSection","cim:LinearShuntCompensator.bPerSection","cim:LinearShuntCompensator.g0PerSection","cim:LinearShuntCompensator.gPerSection","cim:LoadResponseCharacteristic.exponentModel","cim:LoadResponseCharacteristic.pConstantCurrent","cim:LoadResponseCharacteristic.pConstantImpedance","cim:LoadResponseCharacteristic.pConstantPower","cim:LoadResponseCharacteristic.pFrequencyExponent","cim:LoadResponseCharacteristic.pVoltageExponent","cim:LoadResponseCharacteristic.qConstantCurrent","cim:LoadResponseCharacteristic.qConstantImpedance","cim:LoadResponseCharacteristic.qConstantPower","cim:LoadResponseCharacteristic.qFrequencyExponent","cim:LoadResponseCharacteristic.qVoltageExponent","cim:OperationalLimit.OperationalLimitSet_rdf:resource","cim:OperationalLimit.OperationalLimitType_rdf:resource","cim:OperationalLimitSet.Terminal_rdf:resource","cim:OperationalLimitType.acceptableDuration","cim:OperationalLimitType.direction_rdf:resource","cim:PetersenCoil.mode_rdf:resource","cim:PetersenCoil.nominalU","cim:PetersenCoil.offsetCurrent","cim:PetersenCoil.positionCurrent","cim:PetersenCoil.xGroundMax","cim:PetersenCoil.xGroundMin","cim:PetersenCoil.xGroundNominal","cim:PhaseTapChanger.TransformerEnd_rdf:resource","cim:PhaseTapChangerAsymmetrical.windingConnectionAngle","cim:PhaseTapChangerNonLinear.voltageStepIncrement","cim:PhaseTapChangerNonLinear.xMax","cim:PhaseTapChangerNonLinear.xMin","cim:PowerTransformer.beforeShCircuitHighestOperatingCurrent","cim:PowerTransformer.beforeShCircuitHighestOperatingVoltage","cim:PowerTransformer.beforeShortCircuitAnglePf","cim:PowerTransformer.highSideMinOperatingU","cim:PowerTransformer.isPartOfGeneratorUnit","cim:PowerTransformer.operationalValuesConsidered","cim:PowerTransformerEnd.PowerTransformer_rdf:resource","cim:PowerTransformerEnd.b","cim:PowerTransformerEnd.b0","cim:PowerTransformerEnd.connectionKind_rdf:resource","cim:PowerTransformerEnd.g","cim:PowerTransformerEnd.g0","cim:PowerTransformerEnd.phaseAngleClock","cim:PowerTransformerEnd.r","cim:PowerTransformerEnd.r0","cim:PowerTransformerEnd.ratedS","cim:PowerTransformerEnd.ratedU","cim:PowerTransformerEnd.x","cim:PowerTransformerEnd.x0","cim:RatioTapChanger.TransformerEnd_rdf:resource","cim:RatioTapChanger.stepVoltageIncrement","cim:RatioTapChanger.tculControlMode_rdf:resource","cim:RegulatingCondEq.RegulatingControl_rdf:resource","cim:RegulatingCondEq.controlEnabled","cim:RegulatingControl.Terminal_rdf:resource","cim:RegulatingControl.discrete","cim:RegulatingControl.enabled","cim:RegulatingControl.mode_rdf:resource","cim:RegulatingControl.targetDeadband","cim:RegulatingControl.targetValue","cim:RegulatingControl.targetValueUnitMultiplier_rdf:resource","cim:RotatingMachine.GeneratingUnit_rdf:resource","cim:RotatingMachine.p","cim:RotatingMachine.q","cim:RotatingMachine.ratedPowerFactor","cim:RotatingMachine.ratedS","cim:RotatingMachine.ratedU","cim:ShuntCompensator.maximumSections","cim:ShuntCompensator.nomU","cim:ShuntCompensator.normalSections","cim:ShuntCompensator.sections","cim:SubGeographicalRegion.Region_rdf:resource","cim:Substation.Region_rdf:resource","cim:Switch.normalOpen","cim:Switch.open","cim:Switch.retained","cim:SynchronousMachine.InitialReactiveCapabilityCurve_rdf:resource","cim:SynchronousMachine.earthing","cim:SynchronousMachine.earthingStarPointR","cim:SynchronousMachine.earthingStarPointX","cim:SynchronousMachine.ikk","cim:SynchronousMachine.maxQ","cim:SynchronousMachine.minQ","cim:SynchronousMachine.mu","cim:SynchronousMachine.operatingMode_rdf:resource","cim:SynchronousMachine.qPercent","cim:SynchronousMachine.r","cim:SynchronousMachine.r0","cim:SynchronousMachine.r2","cim:SynchronousMachine.referencePriority","cim:SynchronousMachine.satDirectSubtransX","cim:SynchronousMachine.satDirectSyncX","cim:SynchronousMachine.satDirectTransX","cim:SynchronousMachine.shortCircuitRotorType_rdf:resource","cim:SynchronousMachine.type_rdf:resource","cim:SynchronousMachine.voltageRegulationRange","cim:SynchronousMachine.x0","cim:SynchronousMachine.x2","cim:TapChanger.TapChangerControl_rdf:resource","cim:TapChanger.controlEnabled","cim:TapChanger.highStep","cim:TapChanger.lowStep","cim:TapChanger.ltcFlag","cim:TapChanger.neutralStep","cim:TapChanger.neutralU","cim:TapChanger.normalStep","cim:TapChanger.step","cim:Terminal.ConductingEquipment_rdf:resource","cim:Terminal.ConnectivityNode_rdf:resource","cim:Terminal.phases_rdf:resource","cim:TransformerEnd.BaseVoltage_rdf:resource","cim:TransformerEnd.Terminal_rdf:resource","cim:TransformerEnd.endNumber","cim:TransformerEnd.grounded","cim:TransformerEnd.rground","cim:TransformerEnd.xground","cim:VoltageLevel.BaseVoltage_rdf:resource","cim:VoltageLevel.Substation_rdf:resource","cim:VoltageLevel.highVoltageLimit","cim:VoltageLevel.lowVoltageLimit","entsoe:IdentifiedObject.energyIdentCodeEic","entsoe:IdentifiedObject.shortName","entsoe:OperationalLimitType.limitType_rdf:resource","md:Model.DependentOn_rdf:resource","md:Model.Supersedes_rdf:resource","md:Model.created","md:Model.description","md:Model.modelingAuthoritySet","md:Model.profile","md:Model.scenarioTime","md:Model.version"
"_1594f66e-86bd-45da-aa04-3c2bd8e07d76","cim:CurrentLimit","","","","","","","","","","","","","","","","","1574.000000","","","","","","","","","","","","","","","","","","","","","Ratings for element BE-Line_2 - Limit","BE-Line_2 - CL-0","","","","","","","","","","","","","","","","","_ecc2f619-5716-4af0-9d76-0631a3832e4f","_8b859dc8-193a-4a18-912a-1833f45fe926","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CL-0","","","","","","","","",""
"_1695eb20-9044-4133-a3fd-2147f55f170d","cim:ConnectivityNode","","","","","","","","","","","","","","","","_8bbd7e74-ae20-4dce-8780-c20f8e18c2e0","","","","","","","","","","","","","","","","","","","","","","BBRUS151; BGENT_51","BE-Busbar_6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BE-B_6","","","","","","","","",""
"_18993b11-2966-4bce-bab9-d86103f83b53","cim:GeneratingUnit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","_37e14a0f-5e34-4647-a062-8bfd9305fa9d","false","ttp://iec.ch/TC57/2013/CIM-schema-cim16#GeneratorControlSource.offAGC","90.000000","200.000000","50.000000","255.000000","0e+000","Machine","Gen-1229753060","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"_18dca121-6c3b-440f-8bf4-8e365b8af551","cim:ConnectivityNode","","","","","","","","","","","","","","","","_b10b171b-3bc5-4849-bb1f-61ed9ea1ec7c","","","","","","","","","","","","","","","","","","","","","","BGENT_21; UCTE code","N1230992288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BE-B_3","","","","","","","","",""
"_1912224a-9e98-41aa-84cf-00875bce7264","cim:PowerTransformerEnd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BE-TR2_1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","_a708c3bc-465d-4fe7-b6ef-6fa6408a62b0","0.0","0.0","ttp://iec.ch/TC57/2013/CIM-schema-cim16#WindingConnection.Y","0.0","0.0","0","0e+000","0e+000","650.000000","110.000000","0e+000","0e+000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","_00b17311-075f-48f6-a79b-597f42af4694","_2cd21c77-b8b1-4896-95fb-240f45b9ac89","2","false","0e+000","0.0","","","","","","BE-T_1","","","","","","","","",""
"_1c6beed6-1acf-42e7-ba55-0cc9f04bddd8","cim:EnergyConsumer","","","","","","","","","","","","","","","","","","","","","","","","","","","","200.000000","50.000000","_b10b171b-3bc5-4849-bb1f-61ed9ea1ec7c","false","","","","","","","EVN","BE-Load_2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BE-L_2","","","","","","","","",""
"_1c8440dc-e65d-4337-9d3e-7558062228da","cim:CurrentLimit","","","","","","","","","","","","","","","","","938.200000","","","","","","","","","","","","","","","","","","","","","Ratings for element BE-TR2_1 - Limit","BE-TR2_1 - CL-2","","","","","","","","","","","","","","","","","_0b7c4239-3c1b-438e-994d-f2a402ba743c","_3e6aa424-8f24-49a5-bbe0-0868441e25ae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CL-2","","","","","","","","",""
"_1c8440dc-e65d-4337-9d3e-7558062228da1","cim:CurrentLimit","","","","","","","","","","","","","","","","","844.380000","","","","","","","","","","","","","","","","","","","","","Ratings for element BE-TR2_1 - Limit","90","","","","","","","","","","","","","","","","","_0b7c4239-3c1b-438e-994d-f2a402ba743c","_2e2f5f04-d933-42b4-a491-eaa8939314d3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CL-2","","","","","","","","",""
"_1e951716-1c9e-413f-b919-9f822df4b38a","cim:PetersenCoil","","","","","","","","","","","","","","","","","","","","","","","","","","100.000000","","","","_8bbd7e74-ae20-4dce-8780-c20f8e18c2e0","false","","","","","","","","BE-TR2_2","","","","","","","","","","","","","","","","","","","","","","ttp://iec.ch/TC57/2013/CIM-schema-cim16#PetersenCoilModeKind.fixed","400.000000","10.000000","300.000000","1000.000000","10.000000","100.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BE-T_2","","","","","","","","",""
"_22af3121-1a66-4546-bd80-4371f417c644","cim:Terminal","true","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BE_S2 - T1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","_002b0a40-3957-46db-b84a-30420083558f","_4836f99b-c6e9-4ee8-a956-b1e3da882d46","ttp://iec.ch/TC57/2013/CIM-schema-cim16#PhaseCode.ABC","","","","","","","","","","","","BE_S2","","","","","","","","",""
"_2922c1dd-4113-466e-8cad-002572f3f557","cim:Breaker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","_8bbd7e74-ae20-4dce-8780-c20f8e18c2e0","false","","","","","","","","BE_Breaker_3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"_2cd21c77-b8b1-4896-95fb-240f45b9ac89","cim:Terminal","true","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BE-TR2_1 - T2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","_a708c3bc-465d-4fe7-b6ef-6fa6408a62b0","_d5b267d8-29d8-434b-b3aa-08f8f3435fc0","ttp://iec.ch/TC57/2013/CIM-schema-cim16#PhaseCode.ABC","","","","","","","","","","","","BE-T_1","","","","","","","","",""
"_2dde989e-28c3-45f0-aa21-8695843ce894","cim:ConnectivityNode","","","","","","","","","","","","","","","","_b10b171b-3bc5-4849-bb1f-61ed9ea1ec7c","","","","","","","","","","","","","","","","","","","","","","BGENT_21; UCTE code","N1230992291","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BE-B_3","","","","","","","","",""
